epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,514.388,1.0342,0.69803,1.29093,0.96014,0.92208,0.96745,0.62768,1.16497,0.59573,1.40395,0.000595,0.000595,0.000595
192,516.804,1.02121,0.59442,1.28119,0.94546,0.91558,0.94832,0.6162,1.14911,0.61152,1.39188,0.0005455,0.0005455,0.0005455
193,519.565,0.9835,0.56563,1.26706,0.97905,0.92857,0.97336,0.69079,0.98123,0.50715,1.24711,0.000496,0.000496,0.000496
194,522.242,1.00936,0.55971,1.27414,0.96616,0.94156,0.98149,0.69095,0.98859,0.50851,1.24356,0.0004465,0.0004465,0.0004465
195,524.829,0.96195,0.57182,1.23912,0.95546,0.93506,0.97882,0.67766,1.02975,0.54598,1.26752,0.000397,0.000397,0.000397
196,527.26,0.93087,0.54212,1.2102,0.97824,0.95455,0.99146,0.70817,0.9268,0.49865,1.18595,0.0003475,0.0003475,0.0003475
197,529.949,0.97548,0.54957,1.25834,0.98657,0.95383,0.99155,0.71098,0.91077,0.48508,1.17369,0.000298,0.000298,0.000298
198,532.492,0.94216,0.52401,1.236,0.9671,0.95455,0.98532,0.7075,0.91739,0.4911,1.1775,0.0002485,0.0002485,0.0002485
199,535.067,0.93898,0.53809,1.21611,0.98644,0.94506,0.98532,0.70579,0.90708,0.48951,1.17703,0.000199,0.000199,0.000199
200,537.698,0.92439,0.5198,1.20674,0.9865,0.93506,0.9857,0.71141,0.9072,0.48678,1.18027,0.0001495,0.0001495,0.0001495
